Unnamed: 0,Ensembl Gene ID,External Gene Name,NCBI Entrez ID,Description,associated_pathways
636,ENSMUSG00000086564,Cd101,630146.0,CD101 antigen [Source:MGI Symbol;Acc:MGI:2685862],
637,ENSMUSG00000086596,Susd5,382111.0,sushi domain containing 5 [Source:MGI Symbol;Acc:MGI:2685972],
638,ENSMUSG00000091345,Col6a5,665033.0,"collagen, type VI, alpha 5 [Source:MGI Symbol;Acc:MGI:3648134]",
639,ENSMUSG00000091722,Siah3,380918.0,siah E3 ubiquitin protein ligase family member 3 [Source:MGI Symbol;Acc:MGI:2685758],
640,ENSMUSG00000092060,Bend4,666938.0,BEN domain containing 4 [Source:MGI Symbol;Acc:MGI:3648414],
641,ENSMUSG00000093989,Rnasek,52898.0,"ribonuclease, RNase K [Source:MGI Symbol;Acc:MGI:106369]",
642,ENSMUSG00000094584,Ms4a18,76002.0,"membrane-spanning 4-domains, subfamily A, member 18 [Source:MGI Symbol;Acc:MGI:1923252]",
643,ENSMUSG00000095654,Plscr5,100504689.0,"phospholipid scramblase family, member 5 [Source:MGI Symbol;Acc:MGI:3779462]",
644,ENSMUSG00000096606,Tpbgl,100503386.0,trophoblast glycoprotein-like [Source:MGI Symbol;Acc:MGI:3646425],
645,ENSMUSG00000097084,Foxl1,14241.0,forkhead box L1 [Source:MGI Symbol;Acc:MGI:1347469],
646,ENSMUSG00000100512,Ovol3,381867.0,ovo like zinc finger 3 [Source:MGI Symbol;Acc:MGI:2388075],
647,ENSMUSG00000104043,Gm6525,,predicted pseudogene 6525 [Source:MGI Symbol;Acc:MGI:3648757],
648,ENSMUSG00000113902,Ndufb1,102631912.0,NADH:ubiquinone oxidoreductase subunit B1 [Source:MGI Symbol;Acc:MGI:3780865],
